SourceName,DatasetName,Description,layerName,layerParameter,Statistic,Levels,inputFile,outputFile,outputFileName,variableOfInterest,OrigLocation,MetadataLocation,StartDate,EndDate,DatabaseStore,Units,Blank
NOAA,NOAA|CPC Soil Moisture|Monthy Mean(Surface),CPC Soil Moisture (V2).,CPC Soil Moisture,Soil Moisture,Monthy Mean,Surface,sm/soilw.mon.mean.v2.nc,sm/soilw.mon.mean.v2.csv,soilw.mon.mean.v2.csv,soil,ftp://ftp.cdc.noaa.gov/Datasets/cpcsoil/soilw.mon.mean.v2.nc,,1948-01-01,2021-03-01,mrsharky_cpc_soilw_mon_mean_v2,mm,
